CustomerId,Surname,Geography,Gender,Age,EstimatedSalary
15778190,Onyekaozulu,Spain,Female,28,178222.77
15786852,Nwachukwu,Germany,Female,38,179445.28
15726494,Romani,France,Male,44,65500.53
15641183,Chin,Spain,Male,25,97877.92
15805312,Bellucci,France,Male,45,113051.57
15636572,Christmas,France,Female,32,105969.05
15632575,Moore,France,Female,70,122996.76
15740164,Genovesi,France,Female,33,68087.15
15574947,Cartwright,France,Male,36,21478.36
15597909,Johnstone,Germany,Male,33,158437.73
15782574,Warner,Spain,Male,33,76551.7
15734999,Stephenson,Spain,Male,36,15887.68
15706593,Ellis,Spain,Female,50,33741.84
15766686,Nebechi,Germany,Female,39,20652.69
15590268,Chu,Spain,Male,35,112781.5
15763055,Onuchukwu,Spain,Male,31,119996.95
15664754,Steele,Germany,Male,39,6981.43
15643630,Quaife,Spain,Male,55,185211.28
15641043,Scott,Spain,Male,35,78436.36
15768095,Yeh,France,Male,31,139048
15811314,Y?,Germany,Female,36,136329.96
15669922,Conti,Spain,Female,36,14721.8
15707114,Holder,France,Male,30,3430.38
15670602,Burgess,Germany,Male,24,160450.21
15713479,Ozuluonye,France,Male,35,1485.27
15663830,De Luca,Spain,Male,32,19720.08
15566958,Li Fonti,Spain,Male,39,41183.02
15680918,Freeman,Spain,Male,34,139410.08
15663921,Pisani,France,Male,60,163691.48
15716324,Ignatieff,France,Female,23,115147.33
15796969,Lahti,France,Male,33,74945.11
15574783,Perkins,France,Female,37,180363.56
15773487,Conway,Germany,Female,31,196021.73
15802486,Hayes,France,Male,34,125979.36
15783398,Rizzo,Spain,Female,49,111421.77
15649418,Krylov,France,Female,29,115818.51
15604588,Li Fonti,Spain,Female,38,179360.76
15735428,Talbot,Spain,Female,37,82351.06
15629078,Matthias,Germany,Female,45,192744.23
15806880,Boyle,Spain,Female,30,113408.47
15754999,Ch'eng,France,Female,33,124641.42
15781034,Mason,Spain,Male,67,54871.02
15622017,Bruno,Spain,Female,33,98820.09
15705885,Smeaton,Spain,Male,36,45570.84
15677382,Miller,Spain,Female,69,182336.45
15566843,Gotch,Germany,Male,20,118825.56
15608387,Fu,France,Female,29,103372.79
15810786,O'Toole,France,Female,67,43486.73
15626983,Ledford,Spain,Female,48,40062.99
15773605,Iadanza,Spain,Female,32,46175.7
15811261,Alaniz,Spain,Male,42,120830.73
15590606,Saunders,France,Male,41,5967.09
15576644,Lin,Germany,Female,29,122134.56
15750264,Pinto,Germany,Male,30,62972.13
15741554,Streeter,Spain,Male,31,174815.54
15769051,Shaw,Spain,Male,25,192841.13
15812198,Chen,Germany,Male,48,33310.72
15699772,Barclay,Germany,Female,40,72876.43
15744105,Kodilinyechukwu,France,Female,28,50911.41
15739858,Otitodilichukwu,France,Male,56,142400.27
15723720,McKenzie,France,Female,31,48778.46
15638355,Woods,France,Female,35,156361.58
15805637,Hsing,France,Male,36,133807.77
15629575,Wheare,France,Male,36,179128.69
15586243,Yobachi,France,Male,44,91810.71
15757931,Fang,France,Male,24,173195.33
15716023,Pearson,France,Male,31,182270.88
15647782,Brown,Germany,Male,36,177130.33
15716609,L?,Germany,Male,54,49954.79
15623791,Padovesi,Spain,Female,40,141896.74
15627262,Soto,Germany,Male,23,120661.71
15652693,Greco,France,Female,26,149814.68
15586993,Giordano,Spain,Female,56,41782.7
15815560,Bogle,Germany,Male,74,46172.47
15584930,Grimmett,Germany,Male,30,2704.09
15799031,Ayers,France,Male,39,6726.53
15810457,Miller,Germany,Female,33,170764.08
15697879,Webb,France,Male,30,45742.42
15594902,Lombardi,France,Male,38,162304.59
15799710,Wei,France,Male,37,80883.82
15659651,Ross,Germany,Female,31,118508.09
15645956,Jideofor,Spain,Male,44,69697.74
15651713,King,France,Male,45,183575.01
15737265,Nwokeocha,Germany,Male,39,161203.6
15687310,Humphries,Spain,Male,39,143752.77
15607347,Olisaemeka,France,Male,22,121894.31
15698321,Yobanna,Germany,Male,34,147055.87
15657812,Ch'iu,France,Male,52,172033.57
15569187,Fleming,Spain,Male,35,143774.06
15681562,Trevisan,France,Female,43,139366.58
15615456,Aleksandrova,France,Female,37,81776.84
15589793,Onwuamaeze,France,Male,53,190998.96
15781884,Knox,Germany,Male,27,4470.52
15675190,Chia,France,Male,21,135851.3
15600734,Townsend,Spain,Male,51,172372.63
15779176,Dike,Germany,Female,58,135875.51
15605286,Moyes,France,Male,55,128124.7
15674922,Beavers,France,Male,54,167023.95
15737506,Tretiakova,France,Male,42,149807.01
15780514,Fuller,France,Male,33,54290.62
15623647,Dellucci,Spain,Female,36,86013.96
15668472,Ritchie,Spain,Female,24,79886.06
15692416,Aikenhead,Spain,Female,52,141959.11
15771139,Douglas,Germany,Male,34,66680.77
15738318,Kung,France,Female,40,98640.15
15772243,MacDonald,France,Female,33,142797.5
15638463,Okwudilichukwu,Germany,Female,48,163581.67
15598088,Ni,Spain,Male,25,163221.22
15693468,Simmons,Spain,Female,39,12440.44
15671930,H?,France,Female,36,145551.6
15762268,Hancock,France,Female,41,50908.48
15780954,Cran,Spain,Male,26,30149.21
15700174,McKay,Spain,Female,30,57769.2
15635728,P'an,France,Male,41,156381.47
15679283,Parkhill,France,Female,33,178123.86
15591386,Golubova,France,Female,35,51112.8
15694192,Nwankwo,Spain,Female,38,173783.38
15585901,Johnson,Spain,Male,35,174770.14
15792329,Mao,Germany,Male,37,172063.09
15635597,Echezonachukwu,France,Male,33,155294.17
15775880,McElyea,France,Female,30,40320.3
15630913,Rosas,Spain,Female,69,134260.34
15756680,Phillips,France,Male,28,147090.9
15587913,Palerma,Spain,Female,40,132368.47
15737605,Morris,Spain,Female,45,164741.5
15627876,Pavlova,Spain,Female,47,63051.32
15772601,Lu,Germany,Female,41,199761.29
15758606,Yamamoto,France,Male,54,55725.04
15657107,Angelo,Spain,Female,46,163145.5
15622454,Zaitsev,Spain,Male,28,57992.49
15775803,Cawker,Spain,Male,41,193093.77
15570859,Froggatt,Germany,Male,36,57531.14
15748381,Gorbunov,France,Female,29,77242.19
15787189,Tai,Germany,Male,60,153046.16
15666055,Rowe,France,Female,49,63405.2
15617648,Mikkelsen,France,Female,44,106564.88
15755678,Kovalyov,France,Male,62,42763.12
15624781,Mbanefo,France,Female,34,168753.34
15779497,Ts'ai,France,Male,43,19483.35
15567399,Enderby,Germany,Male,43,158646.46
15613656,Lombardi,France,Male,58,83172.19
15734311,Hamilton,France,Female,27,76889.79
15657214,Hsia,France,Male,74,51554.58
15799350,Mao,France,Male,41,105570.39
15729970,Ugochukwu,Germany,Male,29,79495.01
15725835,West,Germany,Female,32,52583.79
15745543,Hughes,France,Male,39,26848.25
15727384,Chukwuemeka,Germany,Female,43,10072.55
15666916,Lira,France,Male,43,187296.78
15732917,Li,Germany,Male,46,104016.61
15612050,Castiglione,Spain,Female,48,151310.16
15726267,Paterson,France,Male,32,62810.91
15780124,Blair,France,Male,74,60830.38
15742238,Dellucci,Germany,Male,35,116672.02
15679024,Udinesi,France,Male,32,77304.49
15715297,Yuan,Germany,Female,40,52894.01
15633612,Yuryeva,France,Male,28,116471.43
15602929,Wilson,Spain,Female,37,4539.38
15696703,Dean,Germany,Male,27,142367.72
15756668,Ross,France,Male,30,110520.48
15565779,Kent,Germany,Female,30,188258.49
15795519,Vasiliev,Germany,Female,18,197322.13
15761477,Golibe,Germany,Male,24,80241.14
15731890,Chukwukere,France,Male,41,172814.99
15633043,Fedorova,Spain,Female,39,38410.74
15752953,Chien,France,Male,45,17622.82
15603088,Rossi,Spain,Female,23,48021.71
15606613,Samson,France,Female,59,88958.49
15635939,Fenton,France,Female,39,116343.09
15666043,Mackey,France,Male,33,166102.61
15746190,Payton,Spain,Female,28,104353.26
15591357,Cowger,France,Male,51,115429.32
15658716,Banks,Germany,Female,37,178106.34
15679909,Pugliesi,Spain,Male,41,132152.32
15634262,Fantin,Germany,Male,34,21521.38
15799825,Bentley,France,Female,44,27431.62
15756875,Freeman,Spain,Male,34,42143.61
15678146,Wong,Spain,Female,24,106457.11
15710743,Onwuamaeze,France,Male,47,133831.37
15595831,Shen,Germany,Female,64,164083.72
15626684,Huang,France,Female,38,159207.34
15709846,Yeh,France,Female,39,84487.62
15635459,Shih,Germany,Female,27,3674.71
15642544,Henderson,France,Male,34,12092.03
15566494,Fang,France,Male,45,77475.73
15655238,Dellucci,France,Female,31,41291.73
15733429,Chou,Germany,Male,34,343.38
15814536,Conti,France,Male,37,47432.43
15771702,Roberts,France,Female,35,127827.18
15723008,Lo Duca,France,Female,45,35633.15
15797160,Glover,France,Female,49,182865.09
15792222,Johnstone,France,Female,37,169386.81
15644765,Ashton,Germany,Male,26,149073.88
15610686,Melton,France,Male,63,184107.26
15730868,Marshall,France,Male,41,22750.17
15705991,Kenenna,Germany,Male,38,11950.29
15577078,Zakharov,Spain,Male,38,152880.07
15679550,Chukwualuka,France,Male,32,175252.78
15787655,Chu,France,Male,47,174303.29
15668081,Capon,Spain,Female,50,80701.72
15747980,Cattaneo,Spain,Male,38,198516.2
15710295,Patrick,Germany,Female,38,175756.36
15724443,Taylor,Germany,Female,29,82824.08
15571305,Stephenson,Germany,Female,35,179866.01
15569503,Yeh,France,Male,44,159899.97
15581840,DeRose,France,Male,33,138504.28
15772262,Vavilov,Germany,Male,37,127394.67
15767794,Browne,France,Male,31,58961.49
15629338,Collingridge de Tourcey,Spain,Female,31,103644.98
15790379,Rowe,Germany,Male,28,119647.7
15750684,Jibunoh,France,Female,42,28465.86
15697214,Korovin,Spain,Female,36,152979.14
15711015,Hammonds,France,Male,36,190911.02
15573309,Ward,Spain,Female,48,95794.98
15805303,Olisanugo,Germany,Male,44,189742.78
15741385,Gallop,Germany,Male,45,188574.08
15780254,Gartrell,France,Male,40,183872.88
15744843,K'ung,Spain,Female,34,196555.32
15815626,Oluchi,France,Male,63,112503.24
15784736,Jamieson,France,Male,45,46864
15813412,Barlow,France,Female,55,65864.4
15809143,White,Germany,Male,32,125167.92
15617617,Stewart,Spain,Male,39,177519.39
15779738,Buccho,France,Male,24,169653.32
15668669,Benson,France,Female,36,118372.55
15687477,Thompson,Germany,Male,28,16481.12
15578908,Todd,Spain,Female,32,138525.19
15687658,Burgin,France,Female,52,14608
15615020,Nnaife,Germany,Female,41,81548.38
15608886,Okwudiliolisa,France,Female,33,69608.48
15602551,Johnson,Spain,Male,39,68873.8
15672945,Parkes,France,Female,37,81102.81
15757408,Lo,Spain,Male,38,81054
15806132,Martin,France,Male,55,74149.77
15813022,Kapustina,Spain,Male,70,99503.19
15673578,Page,Germany,Female,40,10109.47
15757916,Amaechi,France,Female,38,58855.85
15689168,Munro,Spain,Male,37,84402.46
15769216,Panicucci,France,Female,43,49713.87
15593295,Greathouse,France,Male,57,133537.53
15804814,Ts'ui,France,Male,40,124615.59
15778934,Napolitani,Spain,Female,49,98090.69
15802351,Beers,Germany,Female,33,42607.69
15630241,Tretyakova,France,Male,61,192434.11
15719561,Lin,France,Male,42,60686.4
15615096,Costa,France,Female,31,49463.44
15659931,Ibezimako,Germany,Female,55,81431.99
15714586,Marcelo,Spain,Female,42,22909.56
15634949,Hay,Germany,Male,74,65532.17
15589224,Moore,Spain,Male,41,141053.85
15795990,Lumholtz,Germany,Female,48,3472.63
15603216,Simpson,France,Male,25,102083.78
15631201,Hill,Spain,Female,28,1801.77
15686255,Mouzon,Germany,Male,35,85185.44
15746594,Wu,Spain,Male,33,119882.7
15718893,Pirozzi,Germany,Female,54,83715.66
15671609,Ibeabuchi,France,Male,44,23425.78
15652540,Garnsey,France,Male,31,77326.78
15774857,Synnot,France,Female,27,156150.08
15791836,Wildman,France,Male,29,108577.97
15651554,Anenechukwu,Germany,Female,54,133573.29
15583576,Tai,France,Male,30,102057.86
15732740,Plant,Spain,Female,32,47247.56
15723320,Azubuike,Germany,Female,25,114566.47
15603851,Galkin,France,Male,32,184464.7
15777923,Johnston,France,Female,45,151401.33
15735719,Babbage,France,Female,40,70607.1
15703482,Walker,Germany,Male,34,147074.67
15605835,Rice,France,Male,37,105780.18
15664881,Norton,France,Male,34,109496.45
15757568,Bogolyubov,France,Female,45,137739.45
15792660,Gibbons,France,Male,38,105140.92
15599722,Chia,Spain,Female,43,113276.46
15726354,Smith,France,Female,32,172531.23
15610355,Hunter,France,Male,44,64375.4
15704284,Ekechukwu,Germany,Male,57,28434.44
15621893,Bellucci,France,Male,18,46941.41
15588219,Ford,France,Female,38,29333.01
15688619,Scott,Spain,Male,45,193724.51
15765518,Gregson,France,Female,51,34967.75
15616931,Moore,France,Male,41,55663.85
15758372,Wallace,France,Male,18,55753.12
15782591,Cook,France,Male,35,176962.31
15612109,Speth,France,Male,38,181507.44
15613712,Boag,Spain,Male,34,61995.57
15639322,Grave,Spain,Male,33,98349.13
15594349,Streeten,France,Male,49,59748.19
15574167,Fox,France,Male,33,159840.51
15811842,Artemyeva,Spain,Male,26,6656.64
15648794,Giordano,Spain,Male,57,37141.62
15771211,Perkins,France,Male,38,37094.75
15588614,Walton,France,Male,57,159475.08
15630698,Hay,France,Female,55,51548.14
15694200,Gardner,France,Male,36,58719.63
15721426,Milne,Germany,Male,65,7861.68
15725997,She,France,Female,35,19199.61
15762138,Hu,France,Male,42,178504.29
15750649,Uwakwe,France,Female,44,189016.14
15685706,Bird,France,Female,40,156048.64
15641835,Anderson,France,Male,72,52876.41
15586821,Bellew,France,Male,28,19653.08
15569678,Cocci,Germany,Male,32,139451.98
15793842,Krichauff,France,Female,34,128136.29
15667554,Cameron,France,Male,35,45206.57
15794479,Becker,Spain,Male,77,190146.83
15585041,Ainsworth,France,Male,33,158313.87
15780650,Biryukov,France,Male,40,96670.2
15780846,Redding,France,Male,33,62163.53
15805260,Wood,Germany,Female,56,88428.41
15621629,Scott,Germany,Male,43,35908.46
15662151,Gould,France,Male,40,168780.04
15747174,Hao,Germany,Male,58,191263.76
15651585,Power,Germany,Male,35,83052.03
15649738,White,France,Female,46,125962.02
15633108,Thorpe,France,Male,26,164696.27
15769254,Tuan,Germany,Female,34,187011.96
15704746,Inman,Spain,Male,35,55324.49
15637644,Hanson,France,Female,24,34335.55
15609562,MacDonald,Spain,Female,43,17004.14
15787459,Parkes,Spain,Male,40,116331.42
15762902,Stanley,France,Female,42,22974.01
15738605,Fischer,Germany,Female,46,49725.16
15724889,Chinweuba,Spain,Male,38,87412.74
15730735,Henning,France,Male,38,26136.89
15689147,Ogochukwu,France,Female,40,126554.96
15730397,Narelle,Spain,Male,40,193321.3
15762169,Bergman,Germany,Male,37,90928.02
15589320,Sagese,Spain,Male,34,76510.46
15799211,Anenechi,Spain,Female,32,120115.5
15798310,Palerma,France,Male,35,197984.58
15609998,Okwudilichukwu,Germany,Female,59,142977.05
15583548,Harrison,Spain,Female,47,82522.61
15761763,Jamieson,France,Male,33,150664.97
15764409,Goodman,France,Male,37,114153.44
15710161,Ko,France,Female,34,171706.66
15735246,Norman,Spain,Female,58,119071.56
15791700,Ugochukwutubelum,Germany,Male,47,143007.49
15670753,Uvarova,Spain,Male,35,31302.35
15573876,Chia,Spain,Male,48,71139.8
15770174,Piazza,France,Male,29,54122.89
15641114,Power,France,Male,37,120031.29
15682435,P'eng,France,Male,35,104076.51
15751788,Johnson,Spain,Male,28,175853.64
15672598,Walker,Spain,Male,30,175795.87
15762803,Innes,France,Male,31,15360.91
15812982,Francis,Spain,Male,38,168460.12
15597901,Chidozie,France,Male,34,181177.9
15731507,Mackenzie,France,Female,33,58363.94
15809826,Craigie,France,Female,46,20276.87
15764237,Manfrin,Spain,Male,33,91514.62
15769917,Onyekachi,Germany,Female,34,76703.1
15641850,Pethard,France,Male,40,110887.14
15770974,Nwabugwu,Germany,Female,37,109843.16
15803749,DeRose,Germany,Female,41,12577.21
15684999,Ch'eng,France,Female,26,179365.1
15770225,Padovesi,France,Male,36,65816.53
15627484,Obielumani,France,Female,47,124170.9
15610337,Stephens,Spain,Male,35,175015.12
15752488,Emery,Spain,Female,31,115441.66
15610056,Dufresne,Germany,Female,34,128247.03
15806049,Lee,Germany,Female,49,141914.94
15736069,Hsing,Germany,Female,35,115566.57
15763662,Longo,Germany,Male,43,175423.69
15615575,Vial,France,Male,34,133447.49
15691723,Chukwudi,Spain,Male,55,114474.98
15774098,Grant,Germany,Male,38,52044.66
15750808,Ma,Spain,Male,46,180290.68
15744368,Sun,Spain,Male,58,132034.13
15610594,Moss,France,Female,37,20968.88
15756125,Booth,Spain,Male,44,158735.1
15623277,Ross,France,Female,30,196134.44
15795954,Ndukaku,France,Male,35,22374.97
15671969,Pruneda,Spain,Male,36,161668.15
15791268,Neumann,Spain,Male,38,67339.34
15713655,Calabrese,France,Female,38,56229.72
15633930,Yobachukwu,Spain,Female,56,140991.23
15712849,Tung,Germany,Male,41,177644.52
15639077,Marchesi,France,Female,30,142342.55
15808784,Hess,France,Male,28,154559.28
15648577,Pickering,France,Female,31,176570.28
15670345,Mazzi,Germany,Female,33,191961.83
15633112,Madukaego,Germany,Male,42,9452.88
15714397,Trentino,Germany,Female,30,165257.31
15780038,Paterson,Spain,Male,38,169763.89
15756305,Marchesi,France,Female,66,160663.11
15578799,Anayolisa,France,Female,58,192072.1
15800326,Poole,Spain,Female,39,93275.61
15785485,Zhou,Germany,Female,41,112269.67
15783958,Bates,Spain,Female,37,2186.83
15727546,Olejuru,France,Male,35,43075.7
15739576,Bustard,Spain,Male,20,12368.11
15631333,Wade,Spain,Female,25,42410.21
15604782,Tan,Germany,Female,33,190430.81
15589643,Ngozichukwuka,Spain,Female,41,138394.37
15585533,Calabrese,France,Male,36,172501.38
15681506,Lane,Spain,Male,43,197916.43
15630551,Forbes,France,Male,33,7035.36
15698349,Davy,Spain,Female,35,159676.55
15776631,Ma,France,Female,36,80603.99
15762216,Barrera,France,Female,41,187599.8
15623927,Alexander,France,Male,55,94450.97
15681402,Ngozichukwuka,Germany,Female,61,143981.27
15586264,Murray,France,Male,43,26450.57
15594685,Hall,France,Female,49,164482.92
15812945,Padovesi,France,Female,29,84012.81
15734628,Lysaght,France,Female,35,101192.08
15629323,Kelechi,Germany,Female,37,175324.74
15666823,Nebechi,France,Male,39,197226.32
15777553,Hanson,France,Female,56,99504.03
15613097,Kao,France,Female,33,83700.66
15622217,Tu,France,Female,38,28226.15
15703588,Palerma,Germany,Male,25,35321.65
15570835,Fallaci,Germany,Female,57,41229.73
15679299,Shen,Spain,Female,27,78970.58
15808044,Ts'ui,France,Female,65,107890.69
15579208,Chikezie,France,Female,48,191870.28
15684951,He,France,Female,59,7905.06
15667620,Dreyer,France,Female,43,65731.53
15582960,Short,France,Female,33,145698.73
15590730,Hunt,Spain,Male,34,50046.25
15763747,Ricci,France,Male,36,60830.24
15778320,Teng,Germany,Female,40,158853.98
15642787,Ijendu,France,Male,37,111243.09
15624633,Kibby,France,Male,45,171014.69
15766765,Obiuto,Germany,Male,39,170835.32
15783615,Ramos,Germany,Male,50,47775.34
15640161,Calabrese,Germany,Male,44,139297.71
15619889,Vasin,France,Male,26,195167.38
15579166,Munro,France,Female,30,160948.87
15789097,Keeley,France,Male,48,44965.54
15674880,Archer,Spain,Male,50,52137.73
15778157,Murray,Spain,Male,27,109296.18
15779064,Chidiegwu,France,Male,27,20092.89
15801265,Tang,Spain,Female,45,197804
15589204,Farrar,France,Male,33,118782.06
15664543,Shaw,France,Male,40,152876.13
15582714,Napolitani,Germany,Male,47,135655.29
15797595,Greenhalgh,France,Female,40,103970.58
15614034,Martin,Germany,Male,61,35786.76
15763171,Hu,Germany,Female,25,25325.07
15647266,Y?an,Spain,Female,45,18732.84
15757577,Odili,France,Female,61,118522.73
15736656,H?,France,Female,49,89972.25
15635078,Chiemela,Spain,Male,45,187194.15
15680141,Yuan,Spain,Female,35,106785.7
15576945,Clements,France,Male,29,142516.35
15602034,Kolesnikov,France,Female,34,73334.43
15732020,Rutherford,Germany,Male,57,186612.47
15611029,Hsiung,Germany,Female,33,123613.81
15621210,Angelo,Germany,Male,46,31368.08
15569222,Mendes,France,Male,32,40066.95
15664639,McGregor,France,Male,19,175969.19
15724223,Bronner,France,Female,55,10034.77
15644621,Mironova,Germany,Female,40,151167.94
15756056,Ku,Spain,Female,28,191387.76
15700353,Evans,France,Female,37,51229.17
15624388,Henderson,Germany,Female,50,87351.42
15627212,Smith,France,Female,36,48984.95
15648005,Russell,Spain,Male,33,182738
15681446,Sun,Germany,Female,37,153535.27
15775888,McDonald,Germany,Female,38,125079.65
15749019,Wong,Germany,Male,45,162321.26
15709928,Niu,Spain,Female,41,3414.72
15784676,Fanucci,France,Male,51,165082.25
15748116,Zetticci,France,Female,29,52021.39
15612193,Hsia,Spain,Male,29,148256.43
15762984,McIntosh,Spain,Male,35,122899.01
15613713,Kozlova,France,Male,30,10771.46
15664204,Meany,Spain,Male,29,18255.51
15639415,Thompson,France,Male,35,183566.78
15806332,Le Gallienne,Spain,Female,39,175224.12
15614929,Cheng,Germany,Male,28,147913.56
15695492,P'eng,France,Female,29,180598.66
15635972,Lloyd,Spain,Male,36,186136.48
15616380,Wheeler,Spain,Female,37,7455.2
15581440,Christie,Germany,Female,48,80552.11
15654390,He,France,Male,33,25722.28
15660688,King,Spain,Female,35,170996.86
15806307,Favors,France,Male,37,20603.32
15647975,Vida,Germany,Male,26,141763.26
15595728,Thomas,Germany,Male,41,122284.38
15735388,Wayn,France,Female,25,190011.85
15788535,Tan,Spain,Male,44,128046.98
15765902,Gibson,Germany,Male,38,135662.17
15642345,Y?,Germany,Female,49,7571.51
15641250,Calabresi,Spain,Male,38,23596.24
15706163,Enyinnaya,Germany,Male,46,92727.42
15746708,Ritchie,Germany,Male,55,65156.83
15775203,Chia,France,Male,45,60151.77
15787907,Wang,Germany,Female,42,149097.38
15646764,Lorenzo,Germany,Female,58,35199.24
15678284,Pai,France,Male,35,129451.29
15726791,Nuttall,Spain,Female,45,145134.49
15813144,Osborne,France,Female,26,192709.69
15669342,Ferri,Germany,Male,35,139083.7
15710366,Hamilton,Spain,Female,42,83629.6
15614934,McEwan,Germany,Female,37,35625.41
15588701,Lai,France,Female,38,35338.96
15665438,Hs?,France,Male,43,15602.8
15644896,Thompson,Germany,Male,32,182355.21
15670205,Boyd,Germany,Female,41,89327.67
15635776,Trevisani,Germany,Female,43,151903.6
15791053,Lucciano,Germany,Male,45,11.58
15644005,Holman,France,Female,33,77519.62
15796343,Bazhenov,France,Female,31,91423.69
15751057,Douglas,Germany,Male,32,106287.77
15623430,Hill,France,Male,34,161800.77
15682600,Lo,Germany,Male,39,80582.34
15769312,Forbes,Spain,Male,48,185094.48
15708212,Lin,Spain,Female,54,172586.89
15650258,Sinclair,France,Female,35,195649.79
15604345,Kemp,France,Female,22,145792.01
15578297,Ebelegbulam,Germany,Female,43,138510.01
15671789,Woods,France,Male,31,168895.06
15726186,Genovese,Spain,Male,29,97983.44
15764618,Tseng,Spain,Female,39,85167.88
15730738,Chiang,Spain,Male,31,18210.36
15637650,Williams,France,Male,50,13608.18
15606267,Wilson,France,Female,38,110457.99
15625904,Wang,France,Male,26,31231.35
15654463,Moore,France,Male,34,141582.66
15774151,Iadanza,Spain,Female,41,14666.35
15693259,Wallace,France,Male,30,55400.17
15642468,Clark,France,Male,42,174667.65
15758531,Y?,France,Female,40,154189.08
15728352,Yermakov,France,Male,27,142170.44
15637240,Wei,France,Male,46,94499.06
15595588,Chukwunonso,Spain,Female,39,182081.45
15778395,McIntyre,Germany,Male,34,68562.26
15711825,Ts'ai,Spain,Female,35,88798.02
15599251,Chung,Germany,Male,32,113781.99
15570004,Tsou,France,Male,31,121866.87
15656912,Aitken,Spain,Male,51,150390.57
15657342,Dawson,Germany,Male,28,60708.72
15716284,Ward,France,Male,43,78858.07
15672374,Pai,France,Male,52,56407.42
15732476,Ifeanyichukwu,France,Female,27,125698.97
15747724,Briggs,Spain,Female,34,23235.38
15633877,Morrison,Spain,Female,42,75732.25
15672516,Wall,Germany,Male,51,179861.79
15607827,Nebechukwu,Germany,Male,34,42976.64
15751336,Yao,Spain,Male,30,10486.69
15646539,Liao,France,Male,31,56794.73
15756901,Ch'ang,France,Female,26,28157.34
15809286,Burke,Germany,Male,37,152422.91
15759021,Kay,France,Male,35,167033.83
15725039,McIntyre,Spain,Male,32,126082.18
15579130,Chidiegwu,Germany,Female,43,181499.77
15754112,Musgrove,Spain,Male,55,41967.03
15735522,Boulger,Germany,Male,37,186300.59
15613326,Gow,France,Female,33,85412.54
15739502,Amaechi,Germany,Female,31,23343.18
15670914,Robe,France,Male,38,180698.32
15604073,Bibi,Germany,Female,25,136071.05
15806027,Niu,France,Female,52,175149.2
15574886,Palerma,France,Male,32,146949.74
15707120,Cocci,France,Male,46,88920.68
15800845,Artemieva,Spain,Female,33,45098.62
15603914,Arcuri,France,Male,40,20339.79
15722765,Owen,Spain,Female,57,108528.74
15783305,Franklin,France,Female,46,145560.38
15574842,Lorenzo,Germany,Female,25,199357.24
15607837,Muriel,France,Female,29,43106.17
15714877,MacDevitt,France,Female,29,137508.31
15782941,Chijindum,France,Male,31,91957.39
15630167,Gibson,Spain,Female,39,120612.11
15759038,Whitehead,France,Female,41,102921.17
15661821,Johnstone,Germany,Female,49,31686.33
15728006,Endrizzi,France,Male,40,180002.42
15712176,Burke,France,Male,31,28407.4
15689351,Johnson,Germany,Female,41,73743.95
15782247,Yeh,France,Male,22,186233.26
15769064,Marshall,Germany,Male,39,31728.86
15718153,Kao,Spain,Female,74,48244.64
15613189,Browne,France,Female,52,113266.28
15661734,Taylor,Germany,Male,42,71178.09
15592645,Gibbons,Spain,Male,37,25684.93
15768387,Nott,France,Male,41,29737.14
15792525,Lei,Germany,Female,61,149922.38
15586976,Alexeeva,France,Female,42,180702.12
15790659,Sheets,Spain,Male,59,27597.59
15691446,Tokaryev,Spain,Male,29,95025.27
15772632,Ts'ui,France,Female,34,167035.07
15706587,Johnston,France,Male,57,116781.71
15572461,Kung,Germany,Female,29,21170.81
15654409,Unwin,France,Female,34,29641.58
15568025,Hsueh,France,Male,51,116520.07
15715769,Hao,France,Male,26,44220.4
15667458,L?,Germany,Male,28,166188.28
15567980,Frater,Germany,Female,46,140857.76
15679294,Brennan,France,Female,46,37024.28
15606507,Pisani,France,Male,24,27513.47
15578825,Golubev,France,Female,29,17744.72
15619935,Vanmeter,Spain,Female,59,4423.63
15636089,Hs?,Germany,Female,51,109718.44
15727490,Scott,France,Male,47,107243.31
15591766,Crawford,Spain,Female,25,115288.24
15641629,P'eng,Spain,Female,38,41233.97
15813303,Rearick,Spain,Male,88,52952.24
15756920,Genovesi,France,Male,63,78955.8
15726403,Glenny,Germany,Male,41,26025.6
15592765,Marks,France,Male,40,174536.17
15704442,Fleming,France,Female,53,147311.47
15641136,Davison,France,Male,32,77965.44
15725818,Chibuzo,Germany,Male,40,5635.63
15612071,Wilson,Spain,Female,32,81310.1
15719809,Endrizzi,Germany,Male,32,111421.45
15716518,Yuryeva,France,Female,27,190269.21
15742210,Ugochukwu,France,Male,38,100950.48
15630617,Lo Duca,Germany,Male,36,113033.73
15720838,Gallo,Spain,Female,31,120663.57
15595537,Trout,Germany,Male,49,187192.23
15623196,Morley,France,Male,38,97825.23
15679249,Chou,Germany,Female,57,169621.69
15693199,Shao,France,Female,37,191557.1
15661219,Trentino,France,Male,32,103287.62
15617136,Mazzanti,Germany,Female,38,167538.66
15760294,Endrizzi,France,Female,41,64869.32
15652808,Monaldo,France,Female,41,102426.06
15657139,Otutodilinna,France,Female,40,107876.2
15803790,Allen,Germany,Male,37,37294.88
15764105,Milne,France,Female,57,89248.99
15672610,Somadina,Spain,Male,40,91973.63
15766896,Chieloka,France,Male,37,16870.2
15587735,Chukwuebuka,France,Male,39,121681.19
15659501,Chioke,France,Female,38,33730.43
15745001,Kovalev,Spain,Female,36,104786.59
